SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
137305,Cash loans,F,N,Y,0,112500.0,481176.0,23278.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-18270,-2528,-6960.0,-1825,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Trade: type 3,,0.5987634593223361,0.3689687382528466,0.0923,0.0953,0.9846,,,0.0,0.2069,0.1667,,0.0947,,0.091,,0.0023,0.0935,0.0989,0.9816,,,0.0,0.2069,0.1667,,0.0882,,0.0938,,0.0,0.0932,0.0953,0.9846,,,0.0,0.2069,0.1667,,0.0964,,0.0927,,0.0024,,block of flats,0.0787,"Stone, brick",No,4.0,0.0,4.0,0.0,-2106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
405784,Cash loans,M,N,Y,0,112500.0,166500.0,11254.5,166500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-19082,-516,-7213.0,-2344,,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,MONDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.5380053629155653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-786.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
308827,Cash loans,M,Y,Y,0,675000.0,1024740.0,52452.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16257,-6926,-8101.0,-4168,4.0,1,1,0,1,1,1,,2.0,1,1,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.7448358242621747,0.3656165070113335,0.0619,0.0413,0.9727,0.626,0.0232,0.0,0.069,0.1667,0.0,0.0166,0.0504,0.0302,0.0,0.0449,0.063,0.0429,0.9727,0.6406,0.0234,0.0,0.069,0.1667,0.0,0.0169,0.0551,0.0315,0.0,0.0476,0.0625,0.0413,0.9727,0.631,0.0233,0.0,0.069,0.1667,0.0,0.0169,0.0513,0.0308,0.0,0.0459,reg oper account,block of flats,0.0462,Panel,No,0.0,0.0,0.0,0.0,-292.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
296143,Cash loans,F,N,N,0,90000.0,945000.0,32845.5,945000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008019,-16300,-8679,-5453.0,-5453,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,1,1,Industry: type 6,0.6165984259612816,0.520076458029427,0.6313545365850379,0.0619,0.06,0.9767,0.6804,0.0235,0.0,0.0345,0.1667,0.2083,0.0087,0.0504,0.0341,0.0,0.059,0.063,0.0623,0.9767,0.6929,0.0237,0.0,0.0345,0.1667,0.2083,0.0089,0.0551,0.0355,0.0,0.0625,0.0625,0.06,0.9767,0.6847,0.0236,0.0,0.0345,0.1667,0.2083,0.0089,0.0513,0.0347,0.0,0.0603,not specified,block of flats,0.0396,Panel,No,0.0,0.0,0.0,0.0,-3108.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131550,Cash loans,F,N,Y,0,47250.0,536917.5,23778.0,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010556,-22782,365243,-4884.0,-5959,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,16,0,0,0,0,0,0,XNA,,0.191590205861405,0.4525335592581747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
396557,Cash loans,F,N,Y,0,180000.0,479799.0,24628.5,400500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.04622,-22696,365243,-15007.0,-4146,,1,0,0,1,0,1,,2.0,1,1,THURSDAY,14,0,0,0,0,0,0,XNA,,0.7380871035497596,0.3425288720742255,0.001,0.0,0.9737,0.6396,0.0,0.0,0.0345,0.0,0.0417,0.0086,0.0008,0.0025,0.0,0.0,0.0011,0.0,0.9737,0.6537,0.0,0.0,0.0345,0.0,0.0417,0.0087,0.0009,0.0026,0.0,0.0,0.001,0.0,0.9737,0.6444,0.0,0.0,0.0345,0.0,0.0417,0.0087,0.0009,0.0026,0.0,0.0,reg oper account,block of flats,0.0103,"Stone, brick",No,0.0,0.0,0.0,0.0,-1965.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
325899,Cash loans,M,N,Y,0,360000.0,526491.0,23319.0,454500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-20169,-3735,-4562.0,-3526,,1,1,0,1,0,0,Security staff,2.0,1,1,TUESDAY,16,0,0,0,0,0,0,Transport: type 4,0.6535597442314435,0.6626694246442251,0.4830501881366946,0.1711,0.0695,0.9925,0.898,0.3321,0.24,0.069,0.875,,0.065,0.1395,0.2207,0.0154,0.0368,0.1744,0.0722,0.9926,0.902,0.3352,0.2417,0.069,0.875,,0.0665,0.1524,0.2299,0.0156,0.039,0.1728,0.0695,0.9925,0.8994,0.3342,0.24,0.069,0.875,,0.0661,0.1419,0.2247,0.0155,0.0376,reg oper account,block of flats,0.1816,Panel,No,1.0,0.0,1.0,0.0,-510.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
368029,Cash loans,M,N,Y,2,67500.0,198085.5,14940.0,171000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018634,-18970,-2005,-1642.0,-2520,,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,14,0,0,0,0,0,0,Construction,0.429290923573751,0.4035381396010569,0.5691487713619409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1041.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
290503,Cash loans,F,Y,Y,1,247500.0,1572750.0,50863.5,1350000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.007305,-12811,-861,-1391.0,-2174,16.0,1,1,0,1,0,0,Private service staff,3.0,3,3,TUESDAY,7,0,0,0,0,0,0,Services,0.4474762512011357,0.340106252954626,,0.1577,0.1145,0.9975,0.966,0.0793,0.16,0.1379,0.375,0.4167,0.0292,,0.1785,0.0154,0.0377,0.1607,0.1188,0.9975,0.9673,0.08,0.1611,0.1379,0.375,0.4167,0.0298,,0.186,0.0156,0.0399,0.1593,0.1145,0.9975,0.9665,0.0798,0.16,0.1379,0.375,0.4167,0.0297,,0.1817,0.0155,0.0385,reg oper spec account,block of flats,0.1912,Panel,No,1.0,0.0,1.0,0.0,-2444.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
352901,Cash loans,F,N,N,0,135000.0,945000.0,40036.5,945000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629,-21694,365243,-7021.0,-4452,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.7038139923332994,0.7180328113294772,0.0732,0.1055,0.9851,0.7959999999999999,0.0221,0.0,0.1379,0.1667,0.125,0.0726,0.0597,0.085,0.0,0.0,0.063,0.0853,0.9846,0.7975,0.0203,0.0,0.1034,0.1667,0.0417,0.0624,0.0551,0.0772,0.0,0.0,0.0739,0.1055,0.9851,0.7987,0.0223,0.0,0.1379,0.1667,0.125,0.0739,0.0607,0.0865,0.0,0.0,reg oper spec account,block of flats,0.0692,Panel,No,0.0,0.0,0.0,0.0,-605.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
174520,Cash loans,M,Y,Y,0,135000.0,225000.0,24232.5,225000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-12840,-1162,-4208.0,-4208,12.0,1,1,1,1,0,0,Security staff,2.0,2,2,SUNDAY,13,1,1,0,1,1,0,Security,0.1793671389373415,0.7273474386924942,0.5531646987710016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,14.0,0.0,-1376.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
427738,Cash loans,F,Y,N,0,90000.0,296280.0,18256.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-24037,365243,-11660.0,-654,28.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.5736426407840481,0.7032033049040319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-594.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
429173,Cash loans,M,Y,Y,0,247500.0,729792.0,37390.5,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702,-9069,-809,-4222.0,-1744,8.0,1,1,0,1,0,1,Sales staff,2.0,2,2,TUESDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.4861128896530952,0.1244828901504894,0.5656079814115492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-519.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
211177,Cash loans,F,N,N,0,315000.0,1019299.5,49167.0,837000.0,Unaccompanied,Pensioner,Incomplete higher,Married,House / apartment,0.020713,-23224,365243,-6447.0,-4421,,1,0,0,1,0,0,,2.0,3,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.5686971961403178,0.5896999490556868,0.3706496323299817,0.2175,0.1546,0.9796,0.728,0.044,0.16,0.1379,0.3333,0.375,0.1151,0.1765,0.2097,0.0039,0.1285,0.2216,0.1605,0.9791,0.7387,0.0444,0.1611,0.1379,0.3333,0.375,0.1177,0.1928,0.217,0.0039,0.136,0.2196,0.1546,0.9796,0.7316,0.0443,0.16,0.1379,0.3333,0.375,0.1171,0.1796,0.2135,0.0039,0.1312,reg oper spec account,block of flats,0.1661,Panel,No,0.0,0.0,0.0,0.0,-91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
